,0
239,"7,440,447"
240,"7,438,264"
241,"7,437,344"
242,"7,433,852"
243,"7,428,518"
244,"7,403,922"
245,"7,401,295"
246,"7,391,333"
247,"7,386,524"
248,"7,328,177"
249,"7,319,992"
250,"7,317,406"
251,"7,310,626"
252,"7,295,608"
253,"7,293,743"
254,"7,280,991"
255,"7,260,560"
256,"7,257,470"
257,"7,255,062"
258,"7,240,879"
259,"7,237,080"
260,"7,237,075"
261,"7,233,936"
262,"7,231,652"
263,"7,206,772"
264,"7,200,520"
265,"8,126,824"
266,"8,122,093"
267,"8,121,892"
268,"8,107,693"
269,"8,101,907"
270,"8,095,496"
271,"8,078,330"
272,"8,069,124"
273,"8,068,132"
274,"8,065,333"
275,"8,063,295"
276,"8,056,129"
277,"8,053,659"
278,"8,046,278"
279,"8,046,251"
280,"8,041,667"
281,"8,005,765"
282,"8,005,066"
283,"7,983,996"
284,"7,982,117"
285,"7,978,085"
286,"7,970,701"
287,"7,966,275"
288,"7,962,578"
289,"7,962,425"
290,"7,930,260"
291,"7,925,601"
292,"7,882,058"
293,"7,881,889"
294,"7,873,665"
295,"7,860,812"
296,"7,860,706"
297,"7,856,410"
298,"7,844,424"
299,"7,836,005"
300,"7,813,540"
301,"7,809,655"
302,"7,801,837"
303,"7,788,194"
304,"7,783,740"
305,"7,768,404"
306,"7,765,172"
307,"7,765,157"
308,"7,739,207"
309,"7,724,957"
310,"7,720,511"
311,"7,698,239"
312,"7,697,004"
313,"7,695,276"
314,"7,672,816"
315,"8,504,580"
316,"8,504,508"
317,"8,494,936"
318,"8,489,535"
319,"8,463,726"
320,"8,463,025"
321,"8,458,069"
322,"8,452,653"
323,"8,443,350"
324,"8,443,004"
325,"8,429,112"
326,"8,428,859"
327,"8,425,326"
328,"8,424,072"
329,"8,412,654"
330,"8,406,739"
331,"8,380,005"
332,"8,370,391"
333,"8,360,787"
334,"8,350,804"
335,"8,346,219"
336,"8,342,963"
337,"8,338,685"
338,"8,321,889"
339,"8,311,310"
340,"8,306,937"
341,"8,305,926"
342,"8,296,325"
343,"8,280,826"
344,"8,271,411"
345,"8,271,311"
346,"8,265,977"
347,"8,260,809"
348,"8,257,173"
349,"8,253,563"
350,"8,244,629"
351,"8,239,339"
352,"8,234,234"
353,"8,231,468"
354,"8,224,760"
355,"8,207,850"
356,"8,202,094"
357,"8,200,594"
358,"8,190,627"
359,"8,161,049"
360,"8,152,053"
361,"8,145,639"
362,"8,137,199"
363,"8,135,655"
364,"8,126,832"
365,"8,949,170"
366,"8,928,493"
367,"8,924,218"
368,"8,911,296"
369,"8,898,099"
370,"8,892,417"
371,"8,886,520"
372,"8,880,453"
373,"8,880,445"
374,"8,880,392"
375,"8,874,431"
376,"8,849,580"
377,"8,841,534"
378,"8,834,389"
379,"8,818,789"
380,"8,813,187"
381,"8,812,534"
382,"8,805,773"
383,"8,775,332"
384,"8,775,161"
385,"8,762,316"
386,"8,751,428"
387,"8,738,562"
388,"8,731,234"
389,"8,721,412"
390,"8,700,013"
391,"8,694,455"
392,"8,693,751"
393,"8,688,613"
394,"8,686,272"
395,"8,678,943"
396,"8,666,772"
397,"8,655,679"
398,"8,600,924"
399,"8,593,993"
400,"8,589,323"
401,"8,589,082"
402,"8,583,570"
403,"8,577,819"
404,"8,572,012"
405,"8,554,705"
406,"8,549,074"
407,"8,543,343"
408,"8,531,659"
409,"8,527,445"
410,"8,521,677"
411,"8,519,249"
412,"8,515,892"
413,"8,515,676"
414,"8,506,372"
415,"9,327,194"
416,"9,324,023"
417,"9,311,605"
418,"9,311,604"
419,"9,299,218"
420,"9,299,022"
421,"9,292,796"
422,"9,280,745"
423,"9,275,734"
424,"9,269,053"
425,"9,262,688"
426,"9,231,707"
427,"9,208,556"
428,"9,208,147"
429,"9,202,344"
430,"9,202,171"
431,"9,201,991"
432,"9,197,638"
433,"9,180,363"
434,"9,177,246"
435,"9,171,261"
436,"9,154,362"
437,"9,152,767"
438,"9,140,824"
439,"9,129,595"
440,"9,119,602"
441,"9,119,551"
442,"9,117,224"
443,"9,101,334"
444,"9,087,312"
445,"9,076,118"
446,"9,070,018"
447,"9,063,930"
448,"9,058,699"
449,"9,055,121"
450,"9,040,903"
451,"9,037,521"
452,"9,031,884"
453,"9,017,244"
454,"9,009,087"
455,"9,003,355"
456,"8,996,432"
457,"8,995,757"
458,"8,992,227"
459,"8,981,905"
460,"8,981,585"
461,"8,977,584"
462,"8,971,884"
463,"8,954,431"
464,"8,949,377"
465,"9,710,753"
466,"9,662,584"
467,"9,652,510"
468,"9,646,323"
469,"9,637,965"
470,"9,633,528"
471,"9,632,502"
472,"9,613,020"
473,"9,612,767"
474,"9,612,765"
475,"9,607,271"
476,"9,601,104"
477,"9,586,133"
478,"9,573,277"
479,"9,573,276"
480,"9,569,700"
481,"9,569,655"
482,"9,569,488"
483,"9,563,659"
484,"9,542,854"
485,"9,536,305"
486,"9,536,052"
487,"9,533,413"
488,"9,525,700"
489,"9,518,753"
490,"9,517,111"
491,"9,501,696"
492,"9,492,708"
493,"9,491,160"
494,"9,489,654"
495,"9,471,638"
496,"9,443,205"
497,"9,438,341"
498,"9,431,028"
499,"9,431,003"
500,"9,429,943"
501,"9,424,862"
502,"9,424,861"
503,"9,424,533"
504,"9,413,775"
505,"9,386,152"
506,"9,384,454"
507,"9,367,806"
508,"9,364,950"
509,"9,364,746"
510,"9,361,503"
511,"9,349,098"
512,"9,342,732"
513,"9,342,500"
514,"9,336,492"
515,"10,051,442"
516,"10,049,153"
517,"10,048,683"
518,"10,042,636"
519,"10,041,918"
520,"10,019,520"
521,"10,018,564"
522,"10,016,688"
523,"10,013,655"
524,"10,009,467"
525,"10,009,332"
526,"9,996,819"
527,"9,992,210"
528,"9,990,331"
529,"9,987,743"
530,"9,987,559"
531,"9,975,051"
532,"9,971,973"
533,"9,961,516"
534,"9,961,204"
535,"9,948,764"
536,"9,934,470"
537,"9,934,131"
538,"9,932,127"
539,"9,928,300"
540,"9,922,291"
541,"9,919,648"
542,"9,916,538"
543,"9,913,116"
544,"9,908,046"
545,"9,894,415"
546,"9,892,192"
547,"9,892,133"
548,"9,875,442"
549,"9,862,092"
550,"9,839,267"
551,"9,836,996"
552,"9,817,948"
553,"9,798,960"
554,"9,792,575"
555,"9,788,917"
556,"9,785,321"
557,"9,767,651"
558,"9,767,263"
559,"9,760,690"
560,"9,742,753"
561,"9,736,309"
562,"9,723,544"
563,"9,723,005"
564,"9,720,998"
