,0
1362,"10,671,434"
1363,"10,671,288"
1364,"10,671,147"
1365,"10,664,766"
1366,"10,664,716"
1367,"10,664,666"
1368,"10,664,659"
1369,"10,664,504"
1370,"10,664,264"
1371,"10,661,902"
1372,"10,659,217"
1373,"10,658,076"
1374,"10,657,953"
1375,"10,657,745"
1376,"10,657,478"
1377,"10,657,325"
1378,"10,650,928"
1379,"10,650,816"
1380,"10,650,283"
1381,"10,650,096"
1382,"10,649,988"
1383,"10,645,216"
1384,"10,645,108"
1385,"10,643,749"
1386,"10,643,455"
1387,"10,643,446"
1388,"10,643,033"
1389,"10,642,938"
1390,"10,642,890"
1391,"10,642,721"
1392,"10,639,555"
1393,"10,638,278"
1394,"10,638,277"
1395,"10,636,133"
1396,"10,635,903"
1397,"10,635,829"
1398,"10,635,665"
1399,"10,635,506"
1400,"10,635,437"
1401,"10,635,409"
1402,"10,631,469"
1403,"10,631,045"
1404,"10,630,840"
1405,"10,630,798"
1406,"10,629,194"
1407,"10,628,931"
1408,"10,628,756"
1409,"10,628,679"
1410,"10,628,632"
1411,"10,628,527"
1412,"10,628,501"
1413,"10,628,471"
1414,"10,625,671"
1415,"10,623,520"
1416,"10,621,971"
1417,"10,621,779"
1418,"10,621,724"
1419,"10,621,522"
1420,"10,621,495"
1421,"10,621,440"
1422,"10,621,391"
1423,"10,620,924"
1424,"10,620,923"
1425,"10,617,365"
1426,"10,616,343"
1427,"10,616,256"
1428,"10,614,689"
1429,"10,614,026"
1430,"10,612,374"
1431,"10,611,085"
1432,"10,609,342"
1433,"10,609,216"
1434,"10,607,141"
1435,"10,607,140"
1436,"10,606,949"
1437,"10,606,577"
1438,"10,602,930"
1439,"10,599,954"
1440,"10,599,783"
1441,"10,599,392"
1442,"10,599,106"
1443,"10,595,660"
1444,"10,594,757"
1445,"10,594,334"
1446,"10,593,322"
1447,"10,593,041"
1448,"10,592,934"
1449,"10,592,578"
1450,"10,592,077"
1451,"10,592,074"
1452,"10,591,910"
1453,"10,587,933"
1454,"10,587,776"
1455,"10,586,530"
1456,"10,586,160"
1457,"10,586,159"
1458,"10,585,983"
1459,"10,585,773"
1460,"10,582,163"
1461,"10,580,436"
1462,"10,580,400"
1463,"10,579,902"
1464,"10,579,737"
1465,"10,576,839"
1466,"10,576,380"
1467,"10,575,197"
1468,"10,574,597"
1469,"10,573,294"
1470,"10,573,000"
1471,"10,572,968"
1472,"10,572,926"
1473,"10,572,858"
1474,"10,572,632"
1475,"10,572,606"
1476,"10,565,994"
1477,"10,565,983"
1478,"10,565,537"
1479,"10,565,189"
1480,"10,563,898"
1481,"10,559,386"
1482,"10,559,384"
1483,"10,559,058"
1484,"10,558,917"
1485,"10,558,746"
1486,"10,558,629"
1487,"10,558,335"
1488,"10,554,665"
1489,"10,553,319"
1490,"10,553,316"
1491,"10,553,208"
1492,"10,552,957"
1493,"10,552,735"
1494,"10,552,733"
1495,"10,552,546"
1496,"10,548,562"
1497,"10,548,513"
1498,"10,547,729"
1499,"10,546,578"
1500,"10,546,250"
1501,"10,546,195"
1502,"10,546,099"
1503,"10,545,733"
1504,"10,545,693"
1505,"10,542,046"
1506,"10,540,573"
1507,"10,536,833"
1508,"10,536,579"
1509,"10,534,996"
1510,"10,534,995"
1511,"10,534,811"
1512,"10,534,779"
1513,"10,530,930"
1514,"10,530,603"
1515,"10,529,241"
1516,"10,528,667"
1517,"10,528,570"
1518,"10,526,992"
1519,"10,523,682"
1520,"10,521,723"
1521,"10,521,043"
1522,"10,518,480"
1523,"10,517,681"
1524,"10,517,125"
1525,"10,516,701"
1526,"10,515,187"
1527,"10,515,172"
1528,"10,510,239"
1529,"10,510,088"
1530,"10,510,051"
1531,"10,510,010"
1532,"10,509,956"
1533,"10,507,793"
1534,"10,507,009"
1535,"10,498,860"
1536,"10,498,609"
1537,"10,497,012"
1538,"10,496,923"
1539,"10,495,474"
1540,"10,489,861"
1541,"10,489,511"
1542,"10,489,342"
1543,"10,482,381"
1544,"10,481,579"
1545,"10,481,379"
1546,"10,478,112"
1547,"10,476,953"
1548,"10,476,952"
1549,"10,474,673"
1550,"10,474,495"
1551,"10,474,438"
1552,"10,467,527"
1553,"10,467,526"
1554,"10,467,349"
1555,"10,460,352"
1556,"10,455,029"
1557,"10,453,570"
1558,"10,453,448"
1559,"10,452,994"
1560,"10,452,955"
1561,"10,452,915"
1562,"10,452,813"
1563,"10,452,673"
1564,"10,449,655"
1565,"10,449,310"
1566,"10,445,983"
1567,"10,445,800"
1568,"10,445,665"
1569,"10,445,643"
1570,"10,445,469"
1571,"10,445,462"
1572,"10,440,456"
1573,"10,440,275"
1574,"10,440,181"
1575,"10,440,167"
1576,"10,438,264"
1577,"10,438,212"
1578,"10,434,943"
1579,"10,430,724"
1580,"10,417,556"
1581,"10,410,308"
1582,"10,410,273"
1583,"10,410,125"
1584,"10,410,117"
1585,"10,410,107"
1586,"10,406,438"
1587,"10,404,857"
1588,"10,402,433"
1589,"10,401,882"
1590,"10,397,751"
1591,"10,397,016"
1592,"10,394,634"
1593,"10,394,236"
1594,"10,391,628"
1595,"10,389,882"
1596,"10,384,133"
1597,"10,382,907"
1598,"10,380,995"
1599,"10,380,613"
1600,"10,380,332"
1601,"10,375,224"
1602,"10,373,605"
1603,"10,373,458"
1604,"10,372,978"
1605,"10,366,168"
1606,"10,365,932"
1607,"10,360,913"
1608,"10,360,899"
1609,"10,360,214"
1610,"10,356,499"
1611,"10,354,644"
1612,"10,354,342"
1613,"10,354,217"
1614,"10,353,901"
1615,"10,349,493"
1616,"10,349,126"
1617,"10,347,317"
1618,"10,346,782"
1619,"10,341,430"
1620,"10,341,390"
1621,"10,339,695"
1622,"10,339,689"
1623,"10,332,624"
1624,"10,332,507"
1625,"10,332,186"
1626,"10,331,983"
1627,"10,331,367"
1628,"10,325,593"
1629,"10,325,588"
1630,"10,325,070"
1631,"10,319,364"
1632,"10,318,876"
1633,"10,318,335"
1634,"10,311,877"
1635,"10,311,861"
1636,"10,306,059"
1637,"10,302,398"
1638,"10,298,743"
1639,"10,296,794"
1640,"10,291,067"
1641,"10,289,959"
1642,"10,289,522"
1643,"10,289,076"
1644,"10,288,439"
1645,"10,275,285"
1646,"10,275,176"
1647,"10,270,599"
1648,"10,268,969"
1649,"10,268,669"
1650,"10,262,121"
1651,"10,261,936"
1652,"10,261,496"
1653,"10,255,391"
1654,"10,255,390"
1655,"10,255,387"
1656,"10,252,419"
1657,"10,252,160"
1658,"10,251,115"
1659,"10,250,574"
1660,"10,249,207"
1661,"10,242,425"
1662,"10,242,324"
1663,"10,242,019"
1664,"10,241,104"
1665,"10,235,734"
1666,"10,235,602"
1667,"10,234,299"
1668,"10,230,880"
1669,"10,229,679"
1670,"10,225,701"
1671,"10,223,842"
1672,"10,223,641"
1673,"10,223,640"
1674,"10,223,638"
1675,"10,217,285"
1676,"10,217,179"
1677,"10,213,152"
1678,"10,193,999"
1679,"10,192,392"
1680,"10,192,163"
1681,"10,191,970"
1682,"10,187,405"
1683,"10,186,115"
1684,"10,185,917"
1685,"10,185,790"
1686,"10,180,998"
1687,"10,176,405"
1688,"10,176,280"
1689,"10,171,310"
1690,"10,168,677"
1691,"10,166,675"
1692,"10,158,653"
1693,"10,157,619"
1694,"10,152,349"
1695,"10,148,692"
1696,"10,147,244"
1697,"10,147,216"
1698,"10,142,909"
1699,"10,141,006"
1700,"10,140,557"
1701,"10,140,553"
1702,"10,137,834"
1703,"10,136,189"
1704,"10,127,493"
1705,"10,120,955"
1706,"10,108,601"
1707,"10,096,169"
1708,"10,089,203"
1709,"10,083,173"
1710,"10,079,994"
1711,"10,079,016"
1712,"10,078,971"
1713,"10,078,855"
1714,"10,073,845"
1715,"10,068,667"
1716,"10,068,494"
1717,"10,061,774"
1718,"10,060,296"
1719,"10,055,765"
1720,"10,055,405"
1721,"10,051,442"
1722,"10,049,153"
1723,"10,048,683"
1724,"10,042,636"
1725,"10,041,918"
1726,"10,019,520"
1727,"10,018,564"
1728,"10,016,688"
1729,"10,013,655"
1730,"10,009,467"
1731,"10,009,332"
1732,"9,996,819"
1733,"9,992,210"
1734,"9,990,331"
1735,"9,987,743"
1736,"9,987,559"
1737,"9,975,051"
1738,"9,971,973"
1739,"9,961,516"
1740,"9,961,204"
1741,"9,948,764"
1742,"9,934,470"
1743,"9,934,131"
1744,"9,932,127"
1745,"9,928,300"
1746,"9,922,291"
1747,"9,919,648"
1748,"9,916,538"
1749,"9,913,116"
1750,"9,908,046"
1751,"9,894,415"
1752,"9,892,192"
1753,"9,892,133"
1754,"9,875,442"
1755,"9,862,092"
1756,"9,839,267"
1757,"9,836,996"
1758,"9,817,948"
1759,"9,798,960"
1760,"9,792,575"
1761,"9,788,917"
1762,"9,785,321"
1763,"9,767,651"
1764,"9,767,263"
1765,"9,760,690"
1766,"9,742,753"
1767,"9,736,309"
1768,"9,723,544"
1769,"9,723,005"
1770,"9,720,998"
1771,"9,710,753"
1772,"9,662,584"
1773,"9,652,510"
1774,"9,646,323"
1775,"9,637,965"
1776,"9,633,528"
1777,"9,632,502"
1778,"9,613,020"
1779,"9,612,767"
1780,"9,612,765"
1781,"9,607,271"
1782,"9,601,104"
1783,"9,586,133"
1784,"9,573,277"
1785,"9,573,276"
1786,"9,569,700"
1787,"9,569,655"
1788,"9,569,488"
1789,"9,563,659"
1790,"9,542,854"
1791,"9,536,305"
1792,"9,536,052"
1793,"9,533,413"
1794,"9,525,700"
1795,"9,518,753"
1796,"9,517,111"
1797,"9,501,696"
1798,"9,492,708"
1799,"9,491,160"
1800,"9,489,654"
1801,"9,471,638"
1802,"9,443,205"
1803,"9,438,341"
1804,"9,431,028"
1805,"9,431,003"
1806,"9,429,943"
1807,"9,424,862"
1808,"9,424,861"
1809,"9,424,533"
1810,"9,413,775"
1811,"9,386,152"
1812,"9,384,454"
1813,"9,367,806"
1814,"9,364,950"
1815,"9,364,746"
1816,"9,361,503"
1817,"9,349,098"
1818,"9,342,732"
1819,"9,342,500"
1820,"9,336,492"
1821,"9,327,194"
1822,"9,324,023"
1823,"9,311,605"
1824,"9,311,604"
1825,"9,299,218"
1826,"9,299,022"
1827,"9,292,796"
1828,"9,280,745"
1829,"9,275,734"
1830,"9,269,053"
1831,"9,262,688"
1832,"9,231,707"
1833,"9,208,556"
1834,"9,208,147"
1835,"9,202,344"
1836,"9,202,171"
1837,"9,201,991"
1838,"9,197,638"
1839,"9,180,363"
1840,"9,177,246"
1841,"9,171,261"
1842,"9,154,362"
1843,"9,152,767"
1844,"9,140,824"
1845,"9,129,595"
1846,"9,119,602"
1847,"9,119,551"
1848,"9,117,224"
1849,"9,101,334"
1850,"9,087,312"
1851,"9,076,118"
1852,"9,070,018"
1853,"9,063,930"
1854,"9,058,699"
1855,"9,055,121"
1856,"9,040,903"
1857,"9,037,521"
1858,"9,031,884"
1859,"9,017,244"
1860,"9,009,087"
1861,"9,003,355"
1862,"8,996,432"
1863,"8,995,757"
1864,"8,992,227"
1865,"8,981,905"
1866,"8,981,585"
1867,"8,977,584"
1868,"8,971,884"
1869,"8,954,431"
1870,"8,949,377"
1871,"8,949,170"
1872,"8,928,493"
1873,"8,924,218"
1874,"8,911,296"
1875,"8,898,099"
1876,"8,892,417"
1877,"8,886,520"
1878,"8,880,453"
1879,"8,880,445"
1880,"8,880,392"
1881,"8,874,431"
1882,"8,849,580"
1883,"8,841,534"
1884,"8,834,389"
1885,"8,818,789"
1886,"8,813,187"
1887,"8,812,534"
1888,"8,805,773"
1889,"8,775,332"
1890,"8,775,161"
1891,"8,762,316"
1892,"8,751,428"
1893,"8,738,562"
1894,"8,731,234"
1895,"8,721,412"
1896,"8,700,013"
1897,"8,694,455"
1898,"8,693,751"
1899,"8,688,613"
1900,"8,686,272"
1901,"8,678,943"
1902,"8,666,772"
1903,"8,655,679"
1904,"8,600,924"
1905,"8,593,993"
1906,"8,589,323"
1907,"8,589,082"
1908,"8,583,570"
1909,"8,577,819"
1910,"8,572,012"
1911,"8,554,705"
1912,"8,549,074"
1913,"8,543,343"
1914,"8,531,659"
1915,"8,527,445"
1916,"8,521,677"
1917,"8,519,249"
1918,"8,515,892"
1919,"8,515,676"
1920,"8,506,372"
1921,"8,504,580"
1922,"8,504,508"
1923,"8,494,936"
1924,"8,489,535"
1925,"8,463,726"
1926,"8,463,025"
1927,"8,458,069"
1928,"8,452,653"
1929,"8,443,350"
1930,"8,443,004"
1931,"8,429,112"
1932,"8,428,859"
1933,"8,425,326"
1934,"8,424,072"
1935,"8,412,654"
1936,"8,406,739"
1937,"8,380,005"
1938,"8,370,391"
1939,"8,360,787"
1940,"8,350,804"
1941,"8,346,219"
1942,"8,342,963"
1943,"8,338,685"
1944,"8,321,889"
1945,"8,311,310"
1946,"8,306,937"
1947,"8,305,926"
1948,"8,296,325"
1949,"8,280,826"
1950,"8,271,411"
1951,"8,271,311"
1952,"8,265,977"
1953,"8,260,809"
1954,"8,257,173"
1955,"8,253,563"
1956,"8,244,629"
1957,"8,239,339"
1958,"8,234,234"
1959,"8,231,468"
1960,"8,224,760"
1961,"8,207,850"
1962,"8,202,094"
1963,"8,200,594"
1964,"8,190,627"
1965,"8,161,049"
1966,"8,152,053"
1967,"8,145,639"
1968,"8,137,199"
1969,"8,135,655"
1970,"8,126,832"
1971,"8,126,824"
1972,"8,122,093"
1973,"8,121,892"
1974,"8,107,693"
1975,"8,101,907"
1976,"8,095,496"
1977,"8,078,330"
1978,"8,069,124"
1979,"8,068,132"
1980,"8,065,333"
1981,"8,063,295"
1982,"8,056,129"
1983,"8,053,659"
1984,"8,046,278"
1985,"8,046,251"
1986,"8,041,667"
1987,"8,005,765"
1988,"8,005,066"
1989,"7,983,996"
1990,"7,982,117"
1991,"7,978,085"
1992,"7,970,701"
1993,"7,966,275"
1994,"7,962,578"
1995,"7,962,425"
1996,"7,930,260"
1997,"7,925,601"
1998,"7,882,058"
1999,"7,881,889"
2000,"7,873,665"
2001,"7,860,812"
2002,"7,860,706"
2003,"7,856,410"
2004,"7,844,424"
2005,"7,836,005"
2006,"7,813,540"
2007,"7,809,655"
2008,"7,801,837"
2009,"7,788,194"
2010,"7,783,740"
2011,"7,768,404"
2012,"7,765,172"
2013,"7,765,157"
2014,"7,739,207"
2015,"7,724,957"
2016,"7,720,511"
2017,"7,698,239"
2018,"7,697,004"
2019,"7,695,276"
2020,"7,672,816"
2021,"7,668,691"
2022,"7,660,778"
2023,"7,647,645"
2024,"7,647,339"
2025,"7,647,294"
2026,"7,636,632"
2027,"7,627,632"
2028,"7,584,024"
2029,"7,562,059"
2030,"7,559,045"
2031,"7,558,807"
2032,"7,558,767"
2033,"7,558,671"
2034,"7,536,363"
2035,"7,536,231"
2036,"7,523,079"
2037,"7,516,063"
2038,"7,513,460"
2039,"7,513,459"
2040,"7,512,570"
2041,"7,510,110"
2042,"7,493,295"
2043,"7,464,753"
2044,"7,454,783"
2045,"7,440,447"
2046,"7,438,264"
2047,"7,437,344"
2048,"7,433,852"
2049,"7,428,518"
2050,"7,403,922"
2051,"7,401,295"
2052,"7,391,333"
2053,"7,386,524"
2054,"7,328,177"
2055,"7,319,992"
2056,"7,317,406"
2057,"7,310,626"
2058,"7,295,608"
2059,"7,293,743"
2060,"7,280,991"
2061,"7,260,560"
2062,"7,257,470"
2063,"7,255,062"
2064,"7,240,879"
2065,"7,237,080"
2066,"7,237,075"
2067,"7,233,936"
2068,"7,231,652"
2069,"7,206,772"
2070,"7,200,520"
2071,"7,194,444"
2072,"7,193,515"
2073,"7,156,665"
2074,"7,152,092"
2075,"7,143,066"
2076,"7,117,191"
2077,"7,117,189"
2078,"7,110,983"
2079,"7,107,089"
2080,"7,092,914"
2081,"7,092,857"
2082,"7,090,576"
2083,"7,089,222"
2084,"7,085,560"
2085,"7,081,579"
2086,"7,080,057"
2087,"7,071,823"
2088,"7,065,513"
2089,"7,065,512"
2090,"7,062,580"
2091,"7,062,484"
2092,"7,062,076"
2093,"7,054,848"
2094,"7,028,018"
2095,"6,993,513"
2096,"6,993,512"
2097,"6,970,858"
2098,"6,954,678"
2099,"6,947,914"
2100,"6,938,021"
2101,"6,936,007"
2102,"6,934,613"
2103,"6,931,387"
2104,"6,925,443"
2105,"6,892,194"
2106,"6,866,587"
2107,"6,853,889"
2108,"6,847,931"
2109,"6,820,062"
2110,"6,798,914"
2111,"6,795,778"
2112,"6,782,374"
2113,"6,771,595"
2114,"6,748,369"
2115,"6,745,170"
2116,"6,738,760"
2117,"6,738,753"
2118,"6,732,082"
2119,"6,729,884"
2120,"6,693,815"
2121,"6,668,219"
2122,"6,658,398"
2123,"6,640,227"
2124,"6,615,070"
2125,"6,611,881"
2126,"6,609,118"
2127,"6,609,050"
2128,"6,606,529"
2129,"6,600,749"
2130,"6,591,166"
2131,"6,587,846"
2132,"6,587,786"
2133,"6,553,355"
2134,"6,549,893"
2135,"6,542,880"
2136,"6,540,520"
2137,"6,535,861"
2138,"6,529,872"
2139,"6,518,584"
2140,"6,493,690"
2141,"6,446,014"
2142,"6,437,696"
2143,"6,434,530"
2144,"6,424,956"
2145,"6,390,097"
2146,"6,363,328"
2147,"6,351,713"
2148,"6,345,205"
2149,"6,331,964"
2150,"6,317,728"
2151,"6,317,486"
2152,"6,308,649"
2153,"6,278,913"
2154,"6,275,789"
2155,"6,273,822"
2156,"6,259,889"
2157,"6,246,326"
2158,"6,185,337"
2159,"6,164,973"
2160,"6,141,241"
2161,"6,137,912"
2162,"6,134,539"
2163,"6,125,358"
2164,"6,125,311"
2165,"6,119,185"
2166,"6,118,066"
2167,"6,112,750"
2168,"6,112,181"
2169,"6,101,489"
2170,"6,097,927"
2171,"6,092,058"
2172,"6,085,184"
2173,"6,073,127"
2174,"6,067,538"
2175,"6,067,537"
2176,"6,064,998"
2177,"6,058,260"
2178,"6,055,531"
2179,"6,054,928"
2180,"6,047,279"
2181,"6,032,142"
2182,"6,032,141"
2183,"6,029,159"
2184,"6,029,158"
2185,"6,029,156"
2186,"6,026,395"
2187,"6,026,386"
2188,"6,023,692"
2189,"6,023,691"
2190,"6,018,732"
2191,"6,018,731"
2192,"6,018,730"
2193,"6,016,486"
2194,"6,003,021"
2195,"5,987,443"
2196,"5,966,683"
2197,"5,950,194"
2198,"5,944,839"
2199,"5,943,652"
2200,"5,924,085"
2201,"5,848,976"
2202,"5,841,949"
2203,"5,809,493"
2204,"5,768,122"
2205,"5,760,760"
2206,"5,758,027"
2207,"5,751,915"
2208,"5,748,846"
2209,"5,745,706"
2210,"5,742,517"
2211,"5,741,230"
2212,"5,737,728"
2213,"5,724,254"
2214,"5,723,794"
2215,"5,715,371"
2216,"5,701,400"
2217,"5,694,599"
2218,"5,680,476"
2219,"5,675,521"
2220,"5,666,469"
2221,"5,629,986"
2222,"5,629,862"
2223,"5,602,906"
2224,"5,581,694"
2225,"5,577,185"
2226,"5,546,507"
2227,"5,511,146"
2228,"5,510,859"
2229,"5,499,030"
2230,"5,495,576"
2231,"5,473,732"
2232,"5,467,268"
2233,"5,457,626"
2234,"5,424,959"
2235,"5,418,858"
2236,"5,416,892"
2237,"5,414,647"
2238,"5,412,758"
2239,"5,412,756"
2240,"5,404,161"
2241,"5,402,526"
2242,"5,402,524"
2243,"5,398,304"
2244,"5,392,320"
2245,"5,392,223"
2246,"5,388,188"
2247,"5,377,116"
2248,"5,367,449"
2249,"5,357,427"
2250,"5,355,306"
2251,"5,349,644"
2252,"5,325,466"
2253,"5,319,572"
2254,"5,309,485"
2255,"5,305,194"
2256,"5,298,695"
2257,"5,274,560"
2258,"5,259,067"
2259,"5,218,669"
2260,"5,202,526"
2261,"5,182,793"
2262,"5,157,668"
2263,"5,097,510"
2264,"5,073,862"
2265,"5,058,113"
2266,"5,022,497"
2267,"4,999,833"
2268,"4,979,126"
2269,"4,974,191"
2270,"4,967,337"
2271,"4,965,743"
2272,"4,922,432"
2273,"4,918,621"
2274,"4,890,240"
2275,"4,866,628"
2276,"4,850,005"
2277,"4,827,418"
2278,"4,815,005"
2279,"4,803,040"
2280,"4,748,439"
2281,"4,736,306"
2282,H354
2283,"4,698,751"
2284,"4,670,848"
2285,"4,658,372"
